,track,artist,tempo,danceability,acousticness,energy,decade,genre
9086,Only Love Can Break Your Heart,Neil Young,0.4580342386599454,0.732,0.681,0.239,70s,pop
9087,Te Quiero Niña (Tangos),Chiquetete,0.4547785422267141,0.633,0.693,0.493,70s,pop
9088,Stuck In The Middle With You,Stealers Wheel,0.5143089100872742,0.795,0.0934,0.564,70s,pop
9089,El Parque,Billy Bond y La Pesada,0.5784287329707608,0.605,0.531,0.554,70s,r&b
9090,Silver Dreams,The Babys,0.28950017189745797,0.392,0.91,0.364,70s,pop
9091,Third Time Lucky (First Time I Was A Fool),Foghat,0.4818057931514396,0.666,0.286,0.664,70s,r&b
9092,Sweet Thing,De Wolfe Music,0.6036251724152215,0.618,0.905,0.206,70s,pop
9093,Riversong,Tonto's Expanding Head Band,0.3527667206521334,0.177,0.944,0.22,70s,rock
9094,Romaria,Renato Teixeira,0.38015847702994326,0.375,0.41,0.36,70s,r&b
9095,"Wonkavator/End Title (Pure Imagination) - From """"Willy Wonka & The Chocolate Factory"""" Soundtrack",Leslie Bricusse,0.7479486212995448,0.142,0.791,0.444,70s,rap
9096,Help Me Some,J.D. Short,0.4770506538316565,0.535,0.518,0.228,70s,pop
9097,Trans-Pan-Dance - (Bonus Version) (Remastered),Steven Halpern,0.2890859611553166,0.303,0.99,0.073,70s,rock
9098,Rapid Fire,Black Heat,0.4169528172543627,0.681,0.059,0.475,70s,pop
9099,Simple Gifts,Traditional,0.36205332549094327,0.245,0.981,0.0227,70s,rock
9100,Pretty Girls,Melissa Manchester,0.5083401332930167,0.687,0.171,0.918,70s,latin
9101,Woman To Woman,Joe Cocker and The Chris Stainton Band,0.7482592793561508,0.714,0.186,0.331,70s,edm
9102,La Città Fatta A Inferno,Tito Schipa Jr.,0.7279960898505942,0.319,0.291,0.728,70s,rock
9103,Le Beau Cancer,Brigitte Fontaine,0.4262062852338013,0.588,0.383,0.313,70s,pop
9104,Songbird - Remastered,kalapana,0.6727113820969832,0.466,0.286,0.519,70s,pop
9105,Sad Funk,Little Sonny,0.39706241741673326,0.498,0.0559,0.668,70s,pop
9106,Apparition de l'Église éternelle,Olivier Messiaen,0.2673730340522651,0.0633,0.00941,0.241,70s,rock
9107,Tiny Dancer,Elton John,0.6009162341616167,0.414,0.382,0.428,70s,r&b
9108,Star Wars Theme/Cantina Band,Meco,0.5175149012314485,0.678,0.00161,0.688,70s,pop
9109,You Took The Words Right Out Of My Mouth,Meat Loaf,0.5178462698251616,0.459,0.254,0.681,70s,r&b
9110,Young Criminals,U.K. Subs,0.4585768547321506,0.468,2.55e-05,0.835,70s,pop
9111,Tudo Que Eu Quis Dar (A Big Kite),Leno e Lilian,0.5266316796659805,0.724,0.249,0.437,70s,pop
9112,The Guitar Man,Bread,0.5908674815572668,0.279,0.231,0.646,70s,rock
9113,Without Love,Aretha Franklin,0.4762139481325308,0.626,0.408,0.742,70s,pop
9114,Mind,Kas Product,0.32050384594674075,0.733,0.238,0.458,70s,pop
9115,Baby Hold On,The Grass Roots,0.5535967989793847,0.662,0.236,0.71,70s,pop
9116,Whatever Happened To...? - 1996 Remastered Version,Buzzcocks,0.39480496887206273,0.243,6.04e-05,0.82,70s,rock
9117,Going Going Gone - Remastered,kalapana,0.3671688281563894,0.525,0.209,0.655,70s,pop
9118,Industrial Intro - 32AR,Throbbing Gristle,0.29498846423083136,0.228,0.892,0.12,70s,rock
9119,Acquarium,Arawak,0.5553944736002784,0.327,0.976,0.0312,70s,rock
9120,It's So Easy,Linda Ronstadt,0.4958806741694039,0.623,0.0229,0.764,70s,pop
9121,Welcome Back,John Sebastian,0.4610041296810991,0.745,0.412,0.373,70s,pop
9122,Cattle In The Cane,Norman Blake,0.5208782924576366,0.305,0.722,0.523,70s,rock
9123,Mister Magic,"Grover Washington, Jr.",0.43000459773923777,0.734,0.00603,0.641,70s,r&b
9124,Cat's In The Cradle,Harry Chapin,0.32354829490147996,0.489,0.233,0.577,70s,pop
9125,We Were Always Sweethearts,Boz Scaggs,0.5229452040609222,0.437,0.687,0.611,70s,pop
9126,Such A Woman,Tycoon,0.524945841945465,0.507,0.465,0.564,70s,r&b
9127,Fran-Dance - alternate take,Miles Davis,0.4573466488279907,0.65,0.861,0.178,70s,r&b
9128,What Can I Say,Boz Scaggs,0.4762885060661163,0.724,0.116,0.598,70s,pop
9129,Just The Way You Are,Billy Joel,0.5763659634748968,0.589,0.703,0.453,70s,r&b
9130,Brown Eyed Girl,El Chicano,0.5584306383401748,0.643,0.0304,0.558,70s,pop
9131,"Darkness, Darkness",The Youngbloods,0.3942457843701719,0.375,0.41,0.26,70s,pop
9132,Turnover,De Wolfe Music,0.585325341827415,0.721,0.605,0.549,70s,pop
9133,One Beautiful Day,"Ecstasy, Passion & Pain",0.5026861566627869,0.748,0.0538,0.62,70s,pop
9134,"Einstein on the Beach: Act IV, Scene 2 - Bed",Philip Glass,0.33263193647664063,0.0932,0.512,0.0495,70s,rock
9135,Absolutely Right,Five Man Electrical Band,0.7034375349490314,0.49,0.145,0.75,70s,pop
9136,One Of These Nights,Eagles,0.45588448490823164,0.655,0.0603,0.606,70s,r&b
9137,Itsudemo Soba ni,Taeko Onuki,0.42266892549591384,0.544,0.369,0.441,70s,r&b
9138,"More, More, More Pt. 1",Andrea True Connection,0.43191410926050955,0.608,0.00249,0.823,70s,pop
9139,The First Time Ever I Saw Your Face - Instrumental,Stefan Grossman,0.731347054754518,0.315,0.871,0.0939,70s,rock
9140,Church St. Blues,Norman Blake,0.44278714124172097,0.513,0.868,0.334,70s,pop
9141,Compatibility Leaves,R. Stevie Moore,0.5383124225943676,0.697,0.00536,0.468,70s,pop
9142,I'm Still In Love With You,Al Green,0.41073137190739906,0.822,0.214,0.457,70s,rap
9143,The Swarm,Collin Walcott,0.44213268826913754,0.384,0.711,0.196,70s,r&b
9144,Stress,Casa Das Máquinas,0.5316560559681556,0.623,0.169,0.867,70s,latin
9145,"Trina, komm mal voer de Doer",Hannes Wader,0.5062815059045741,0.607,0.375,0.192,70s,pop
9146,Cativo,Amado Batista,0.5942350148908762,0.518,0.537,0.571,70s,pop
9147,Yesterday Once More,Carpenters,0.697928532078551,0.254,0.672,0.38,70s,rock
9148,Up On The Roof,James Taylor,0.3826395993753702,0.559,0.375,0.432,70s,r&b
9149,She's In Love With You,Suzi Quatro,0.5213173558443065,0.657,0.0716,0.857,70s,latin
9150,Passarinho Cantou / Madalena / Deixa Eu Dizer / Água Rolou Nº 1,MPB4,0.36404567916064334,0.595,0.46,0.716,70s,rap
9151,"Einstein on the Beach: Act I, Scene 1 - Train",Philip Glass,0.5799778811463697,0.462,0.405,0.698,70s,r&b
9152,Engine Number 9,Wilson Pickett,0.7921987548825091,0.577,0.00585,0.853,70s,edm
9153,Bring Back The Love Of Yesterday,The Dells,0.6712492181772243,0.423,0.639,0.534,70s,pop
9154,Choro,Antônio Carlos Jobim,0.5790086280097588,0.724,0.62,0.289,70s,pop
9155,Westbound Train,Dennis Brown,0.3678398495586585,0.814,0.489,0.517,70s,pop
9156,Give Love A Chance,Piero Piccioni,0.28585097525919234,0.176,0.35,0.321,70s,rock
9157,Ohio,"Crosby, Stills, Nash & Young",0.328452550088434,0.445,0.261,0.529,70s,pop
9158,Abre la Ventana,Victor Jara,0.6203758548274191,0.403,0.815,0.451,70s,pop
9159,Fake Paradise,Jean-Luc Ponty,0.45124118248882666,0.371,0.0664,0.663,70s,r&b
9160,Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,0.29988443520294256,0.0908,0.028,0.461,70s,rock
9161,Passenger of the Dark,Jean-Luc Ponty,0.6124022980411975,0.447,0.132,0.518,70s,r&b
9162,Hard Times - Remastered,kalapana,0.5938415146858418,0.674,0.138,0.861,70s,latin
9163,On the Road,John Hartford,0.5231191725726215,0.553,0.734,0.268,70s,pop
9164,That's What Love Will Make You Do,Little Milton,0.378584476209806,0.693,0.2,0.739,70s,pop
9165,In A Broken Dream,Python Lee Jackson,0.3160842173280922,0.27,0.0405,0.641,70s,rock
9166,Fool In The Rain,Led Zeppelin,0.5399029918441904,0.539,0.0866,0.866,70s,r&b
9167,Disco Rufus,Stargard,0.501074876875857,0.823,0.0268,0.602,70s,pop
9168,Hold On,The Rascals,0.3603136403739495,0.52,0.428,0.864,70s,latin
9169,Rivoluzione - Soundtrack,Ennio Morricone,0.45732179618346225,0.668,0.0663,0.391,70s,r&b
9170,Thirteen,Big Star,0.4852106054518418,0.457,0.674,0.268,70s,pop
9171,"Cole, Cooke & Redding",Wilson Pickett,0.5802719707732901,0.446,0.272,0.4,70s,pop
9172,The Man That Turned My Mama On,Tanya Tucker,0.3744796477551849,0.631,0.627,0.742,70s,pop
9173,On The Beach (In The Summertime),The 5th Dimension,0.6712533602846457,0.427,0.288,0.604,70s,pop
9174,Last Child,Aerosmith,0.34884828703147586,0.599,0.163,0.613,70s,pop
9175,To Know You Is To Love You,B.B. King,0.4249677951147985,0.872,0.418,0.384,70s,r&b
9176,Taos New Mexico,R. Dean Taylor,0.30485082200121777,0.591,0.46,0.903,70s,latin
9177,I'll Supply The Love,Toto,0.5182853332118316,0.763,0.0289,0.679,70s,pop
9178,And The Grass Won't Pay No Mind,Mark Lindsay,0.5016299192703264,0.478,0.231,0.386,70s,pop
9179,Man Of Constant Sorrow,Ginger Baker's Air Force,0.35051341421488424,0.354,0.203,0.737,70s,rock
9180,Juliette,kalapana,0.5651781313296579,0.685,0.233,0.632,70s,pop
9181,Let the Drums Speak,Fatback Band,0.4630503307472776,0.598,0.00205,0.657,70s,rap
9182,John McLaughlin,John Hartford,0.45637325358395847,0.583,0.328,0.786,70s,pop
9183,Slide (Slidin' the Blues) - Take 1,The Stooges,0.519610807586684,0.512,0.221,0.521,70s,r&b
9184,Celebrate,Three Dog Night,0.39968437141448826,0.255,0.307,0.742,70s,rock
9185,Powwow The Indian Boy,Hot Rize,0.5629289669998302,0.403,0.591,0.544,70s,pop
9186,La valse du mariage,Francis Lai,0.7383762110486574,0.219,0.779,0.452,70s,rock
9187,A Apolitical Blues,Little Feat,0.7327843660297486,0.375,0.733,0.435,70s,edm
9188,Ca Plane Pour Moi,Plastic Bertrand,0.6866122946032482,0.422,0.074,0.943,70s,latin
9189,Una storia sentimentale,Arawak,0.5889165489617808,0.496,0.567,0.391,70s,pop
9190,Wai O Ke Aniani,Gabby Pahinui,0.6203012968938336,0.501,0.498,0.468,70s,pop
9191,Paranoid,Black Sabbath,0.6752256413017814,0.415,4.52e-05,0.658,70s,pop
9192,Dark Horse,George Harrison,0.395488416596596,0.607,0.0928,0.681,70s,pop
9193,It Was Almost Like A Song,Ronnie Milsap,0.6118721082912564,0.327,0.323,0.281,70s,rock
9194,Bossa Nostra,Jan Ptaszyn Wróblewski Quartet,0.5411414819631932,0.47,0.677,0.495,70s,r&b
9195,Sweet Maxine,The Doobie Brothers,0.6002949180484047,0.504,0.177,0.803,70s,r&b
9196,Lean On Me,Bill Withers,0.3113207937934662,0.619,0.782,0.22,70s,r&b
9197,Hideous,The Dickies,0.8493474109757562,0.27,0.0796,0.867,70s,rock
9198,Baby Come Back,Player,0.6479747165762997,0.645,0.0713,0.604,70s,pop
9199,Birthday Party - 2019 Remastering,Haruomi Hosono,0.3472121546000174,0.659,0.43,0.59,70s,pop
9200,Nakoma Juste 1 & 2,Verckys & L'Orchestre Vévé,0.41755756493788915,0.569,0.522,0.598,70s,rap
9201,Seasons In The Sun,Terry Jacks,0.4098573872414807,0.678,0.777,0.611,70s,pop
9202,"Mon Amour, Meu Bem, Ma Femme",Reginaldo Rossi,0.5611602871308865,0.634,0.0895,0.587,70s,pop
9203,Loose - Take 22,The Stooges,0.548605559536581,0.462,0.000153,0.941,70s,latin
9204,Emília / Tristeza / Pra Seu Governo,MPB4,0.40347025759766053,0.643,0.446,0.817,70s,pop
9205,Bhimpalasri Jhala,Nikhil Banerjee,0.40341226809376074,0.311,0.81,0.569,70s,rock
9206,Handy Man,James Taylor,0.37543647456953144,0.804,0.64,0.233,70s,pop
9207,Sun Ship,John Coltrane,0.4833218044676771,0.381,0.223,0.747,70s,r&b
9208,Free To Carry On,The Sandpipers,0.39840031811385,0.567,0.782,0.356,70s,pop
9209,Don't Let Me Be Misunderstood,Santa Esmeralda Starring Leroy Gomez,0.4879775332093462,0.669,0.0329,0.815,70s,r&b
9210,Nobody,The Doobie Brothers,0.47620566391768804,0.634,0.0134,0.892,70s,r&b
9211,My Way / Trouble,Raul Seixas,0.4262518484154368,0.371,0.432,0.95,70s,rap
9212,Ghana' E,Willie Colón,0.4211736247167834,0.669,0.292,0.722,70s,r&b
9213,I Don't Want To Make You Wait,The Delfonics,0.5129875778198432,0.545,0.637,0.684,70s,pop
9214,Rockin' With The King,Canned Heat,0.6143449464218406,0.538,0.428,0.948,70s,latin
9215,Why,Carla Bley,0.7336252138362956,0.288,0.737,0.36,70s,rock
9216,Glory Day In Green Bay,Sam Spence,0.5364609005769956,0.428,0.289,0.788,70s,pop
9217,I Dig Everything About You,The Mob,0.48270048835446494,0.691,0.482,0.52,70s,pop
9218,L'Hereu Riera,Al Tall,0.5349531734756009,0.455,0.941,0.154,70s,r&b
9219,Liebesleid,Fritz Kreisler,0.32031745111277715,0.307,0.994,0.0462,70s,rock
9220,Fan Club,The Damned,0.5983315591306545,0.297,0.000556,0.955,70s,rock
9221,I Can't Turn You Loose,Edgar Winter's White Trash,0.6749481201045469,0.579,0.342,0.627,70s,pop
9222,We Never Danced To A Love Song,The Manhattans,0.5225806986078376,0.449,0.153,0.532,70s,r&b
9223,So Messed Up,The Damned,0.3769317753486619,0.363,3.83e-06,0.862,70s,latin
9224,Oh my Love - Solo Orchestra,Riz Ortolani,0.41560249023498175,0.193,0.925,0.396,70s,rock
9225,Ain't Gonna' Hurt Nobody,Brick,0.47408490491792415,0.798,0.0429,0.622,70s,pop
9226,La rousse,Vladimir Cosma,0.3277152549674223,0.566,0.131,0.137,70s,pop
9227,Bloody Well Right,Supertramp,0.3127332524241684,0.575,0.426,0.446,70s,r&b
9228,Aum,Deuter,0.48576564784631127,0.515,0.692,0.0567,70s,pop
9229,Nathan Jones,The Supremes,0.6513753867692805,0.522,0.307,0.701,70s,pop
9230,Midnight Rider,Gregg Allman,0.3595846294677806,0.567,0.491,0.439,70s,r&b
9231,Riding the Waves,Blueridge Mountain Bluegrass Band,0.54368059381252,0.394,0.0128,0.588,70s,pop
9232,Johnny W. - Remastered,Westernhagen,0.6225048980420258,0.516,0.819,0.222,70s,pop
9233,Break Up To Make Up,The Stylistics,0.32873421339309017,0.583,0.883,0.301,70s,pop
9234,The Blues Had a Baby and They Named It Rock and Roll,Muddy Waters,0.472912688517664,0.555,0.492,0.883,70s,latin
9235,Aubrey,Bread,0.5699995443681836,0.326,0.647,0.0902,70s,rock
9236,Cascade,Gordon Giltrap,0.5842856728646401,0.45,0.333,0.707,70s,pop
9237,Calling Dr. Love,KISS,0.5269381956151651,0.544,0.663,0.884,70s,latin
9238,Smoke Gets In Your Eyes,Blue Haze,0.4903343923321307,0.563,0.0211,0.656,70s,pop
9239,Uma Vida,Dom Salvador & Abolição,0.4221387357459728,0.494,0.377,0.899,70s,latin
9240,Gwiazdka dla Ewy,Extra Ball,0.26386052695890616,0.404,0.831,0.333,70s,r&b
9241,Lawra - Instrumental,Ron Carter,0.3728973627202048,0.334,0.0821,0.537,70s,rock
9242,Sixteen,Iggy Pop,0.5171918168525782,0.519,0.235,0.926,70s,latin
9243,Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra,0.5520062297295618,0.273,0.033,0.321,70s,rock
9244,Gimme Shelter,Grand Funk Railroad,0.5404746026683456,0.324,0.122,0.867,70s,rock
9245,Voce Está Diferente,Reginaldo Rossi,0.5396544653989056,0.706,0.625,0.492,70s,pop
9246,Lament - Original Cast Recording/1979,Patti LuPone,0.5209072872095865,0.381,0.944,0.0665,70s,pop
9247,In un bar,Ennio Morricone,0.5348330523603799,0.594,3.01e-05,0.725,70s,pop
9248,Teach Your Children,"Crosby, Stills, Nash & Young",0.6407840180927251,0.497,0.643,0.285,70s,pop
9249,T.V. Eye - Remastered,The Stooges,0.5493221441204856,0.415,0.000148,0.979,70s,r&b
9250,Small Talk,Marian McPartland,0.2936588477485575,0.541,0.994,0.0919,70s,r&b
9251,"When You're Hot, You're Hot",Jerry Reed,0.4185392443967642,0.788,0.354,0.832,70s,pop
9252,One Way Love,Bandit,0.48697514321336405,0.539,0.157,0.662,70s,pop
9253,Sahara Sunrise,John Cameron,0.32402463725494257,0.26,0.983,0.108,70s,rock
9254,That's The Sound That Lonely Makes,Tavares,0.6177373323999784,0.644,0.668,0.591,70s,pop
9255,Dancin' Shoes,Nigel Olsson,0.8367098412330225,0.329,0.0178,0.383,70s,rock
9256,Never Let Her Slip Away,Andrew Gold,0.47342216773049794,0.718,0.538,0.368,70s,pop
9257,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,0.388972881622712,0.398,0.496,0.692,70s,pop
9258,Shame,"Evelyn """"Champagne"""" King",0.5542346835222824,0.714,0.00588,0.665,70s,r&b
9259,Evangelho - Ao Vivo,MPB4,0.5385319542877025,0.421,0.329,0.566,70s,pop
9260,Will It Be You? (Chapter Four),Saga,0.5971137795487589,0.313,0.0007,0.578,70s,rock
9261,Happy,Hog Heaven,0.5107177029529084,0.671,0.457,0.698,70s,r&b
9262,The Best Disco In Town,The Ritchie Family,0.5010086031571143,0.53,0.137,0.936,70s,rap
9263,You Sure Love To Ball,Marvin Gaye,0.34943232417789527,0.471,0.304,0.461,70s,r&b
9264,Samba Em Preludio - Live,Vinícius de Moraes,0.49373092041769007,0.564,0.828,0.358,70s,r&b
9265,Arrivée à Paris,Eric Demarsan,0.5455031210779421,0.466,0.175,0.534,70s,pop
9266,Milk Cow Blues,Johnny Shines,0.5017044772039119,0.644,0.377,0.313,70s,pop
9267,Great Gospel Blues (Right on That Shore),Big Joe Williams,0.45374301537136064,0.547,0.714,0.372,70s,rap
9268,"Search and Destroy - (Georgia Peaches) [Live at Richards, Atlanta, GA, October 1973]",The Stooges,0.6405976232587616,0.365,0.526,0.694,70s,rap
9269,Como Nossos Pais,Elis Regina,0.5952995364981795,0.491,0.302,0.498,70s,r&b
9270,Video Killed The Radio Star,The Buggles,0.5427693301798089,0.675,0.0852,0.61,70s,r&b
9271,Motorcycle Circus,Luis Bacalov,0.48231527236427346,0.432,0.129,0.47,70s,pop
9272,A Little Night Music: It Would Have Been Wonderful,Stephen Sondheim,0.39109364062247587,0.4,0.979,0.266,70s,r&b
9273,Technopolis - 2018 Bob Ludwig Remastering,YELLOW MAGIC ORCHESTRA,0.5912734080845653,0.65,0.000485,0.912,70s,r&b
9274,Solitary Man,Neil Diamond,0.32636907005546284,0.544,0.231,0.455,70s,pop
9275,Your Time To Cry,Joe Simon,0.48012823964576695,0.572,0.772,0.437,70s,pop
9276,What About Me,Anne Murray,0.5669633796282872,0.536,0.142,0.65,70s,pop
9277,There Will Come A Day (I'm Gonna Happen To You),Smokey Robinson,0.8271125783376065,0.3,0.766,0.411,70s,rock
9278,Drift Away,Dobie Gray,0.314120858410342,0.508,0.325,0.46,70s,pop
9279,Venus,John Coltrane,0.3646297163070627,0.378,0.732,0.53,70s,rap
9280,Heavy Surf 1,Nature's Mystic Moods,0.6874241476578454,0.0827,0.232,0.465,70s,rock
9281,Il Se Passe Des Choses,Brigitte Fontaine,0.41613682209234415,0.296,0.705,0.226,70s,rock
9282,La canción de las cigarras,Alberto Cortez,0.5109703715056146,0.461,0.958,0.382,70s,r&b
9283,I Could Never Be Happy,The Emotions,0.3953351586220037,0.396,0.471,0.4,70s,pop
9284,"Intrusion des racketteurs noirs dans les maison closes de """"la ficelle"""" et """"l’élégant""""",François de Roubaix,0.41265330975093506,0.526,0.606,0.313,70s,r&b
9285,I Believe You,Dorothy Moore,0.6227699929169963,0.355,0.797,0.217,70s,rock
9286,Rock Action,Iggy Pop,0.42705955936261253,0.285,0.000253,0.762,70s,rock
9287,"Glaciers Interdits (Guitarre Solo, Synthe Solo + Melange)",Laurence Vanay,0.39457715296388496,0.366,0.995,0.0309,70s,pop
9288,Full Of Fire,Al Green,0.4718481669103607,0.771,0.252,0.563,70s,r&b
9289,Cancion para David,Ana Belén,0.7782357107649229,0.243,0.747,0.215,70s,rock
9290,Look At Me (I'm In Love),The Moments,0.5985676592536752,0.392,0.337,0.511,70s,pop
9291,The Entertainer - The Sting/Soundtrack Version (Piano Version),Marvin Hamlisch,0.7042908090778427,0.48,0.945,0.327,70s,edm
9292,Hey Girl (i Like Your Style),The Temptations,0.32754542856314434,0.474,0.795,0.167,70s,r&b
9293,Boston Blues - Remastered,kalapana,0.3113912096196303,0.368,0.447,0.514,70s,r&b
9294,Feels So Good,Chuck Mangione,0.4293625710889186,0.576,0.455,0.603,70s,r&b
9295,She's Lost Control - 2019 Digital Master,Joy Division,0.5971717690526586,0.481,0.0105,0.868,70s,latin
9296,Son Of Shaft,The Bar-Kays,0.4832886676083058,0.718,0.253,0.713,70s,pop
9297,Feel Like Breaking Up Someone's Home,Jimmy Johnson,0.4044063738749,0.574,0.506,0.465,70s,r&b
9298,Glory Glory,The Rascals,0.5133065200912921,0.66,0.029,0.829,70s,pop
9299,Disritmia,Martinho Da Vila,0.6218587292842852,0.674,0.747,0.419,70s,rap
9300,Matangi's Love Theme,Nino Rota,0.35477150064409774,0.324,0.994,0.041,70s,rock
9301,Ta Tudo Ai,Rubinho,0.43331414156894743,0.715,0.294,0.84,70s,pop
9302,Vom Himmel hoch,Traditional,0.34463162167647654,0.172,0.985,0.272,70s,rock
9303,Sand in My Joints - 2006 Remastered Version,Wire,0.8641057397182539,0.177,0.213,0.775,70s,rock
9304,Don't Give Up On Us,David Soul,0.823223139468899,0.256,0.74,0.335,70s,rock
9305,Don't Expect Me To Be Your Friend,Lobo,0.3264436279890483,0.513,0.273,0.347,70s,pop
9306,Wonderful Tonight,Eric Clapton,0.3957452272567237,0.572,0.649,0.214,70s,pop
9307,Hoje A Noite Vou Sair,Reginaldo Rossi,0.5461451477282612,0.667,0.104,0.686,70s,pop
9308,Head Games,Foreigner,0.4449244686711705,0.678,0.0139,0.693,70s,pop
9309,Watch Out,Vangelis,0.4274157806008541,0.29,0.668,0.505,70s,rock
9310,Don't Let It Show,The Alan Parsons Project,0.5460250266130402,0.353,0.436,0.507,70s,rock
9311,"Der Berg (Aus """" Der Watzmann ruft """" ) - Live",Wolfgang Ambros,0.5523997299345961,0.346,0.64,0.284,70s,rap
9312,Wedding March/Slow Waltz (Take 12),Charles Mingus,0.47110672968192757,0.395,0.99,0.0311,70s,pop
9313,Good Morning Little School Girl,Muddy Waters,0.6957042203932516,0.455,0.73,0.688,70s,pop
9314,Float On,The Floaters,0.3999287557523517,0.59,0.255,0.718,70s,r&b
9315,Give Ireland Back To The Irish,Wings,0.7733645924373402,0.387,0.25,0.562,70s,edm
9316,You Take My Heart Away,James Darren,0.46910609179738466,0.489,0.679,0.902,70s,r&b
9317,From The Beginning,"Emerson, Lake & Palmer",0.5517949822510697,0.617,0.352,0.187,70s,r&b
9318,Ball Of Confusion (That's What The World Is Today),The Temptations,0.3292975400024024,0.535,0.0983,0.774,70s,r&b
9319,Military Madness,Graham Nash,0.4986020387452728,0.582,0.323,0.572,70s,pop
9320,Girl Of My Dreams,Bram Tchaikovsky,0.5786068435898817,0.344,0.638,0.745,70s,rock
9321,Soul Makossa,Afrique,0.47122270868972715,0.657,0.0282,0.763,70s,r&b
9322,Clap For The Wolfman,The Guess Who,0.3752086586613537,0.614,0.407,0.737,70s,r&b
9323,Über sieben Brücken musst du gehn,Karat,0.5667024268607382,0.281,0.725,0.184,70s,rock
9324,Uma Sombra na Estrada,Trio Ternura,0.41829486005890076,0.657,0.755,0.768,70s,pop
9325,I'm A Believer,Neil Diamond,0.3312319041682027,0.63,0.256,0.713,70s,pop
9326,Messe de la Pentecôte: Consécration. Le don de la Sagesse,Olivier Messiaen,0.3609722354539543,0.164,0.0263,0.0011,70s,rock
